id,product_title,product_description,filename,format,mode,resolution,filesize,retrieved
87127420,"Катушка для триммера ТУНДРА, полуавтоматическая, подшипник, леска до 2.4 мм, М10 х 1.25 мм", Артикул 87127420 Материал изделия металл; пластик Комплектация Катушка для триммера 1 шт Страна производства Китай Высота предмета 18 см Ширина предмета 18 см,res/img/87127420.png,PNG,RGBA,"(246, 328)",31.74,1711020488.622014
175187889,"Нож металлический для триммера садового. 4 лезвия, 4-х", Артикул 175187889 Посадочный диаметр 6 мм Внешний диаметр предмета 15 см Комплектация нож Вес с упаковкой (кг) 0.1 кг Длина упаковки 16 см Высота упаковки 1 см,res/img/175187889.png,PNG,RGBA,"(246, 328)",89.81,1711020498.174507
30165262,"Триммер садовый электрический DEKO DKTR550, 12000 об/мин", Артикул 30165262 Модель DKTR550 Гарантийный срок 1 год Питание от сети Мощность устройства 550 Вт,res/img/30165262.png,PNG,RGBA,"(246, 328)",169.07,1711020507.8154502
141630621,Триммер садовый электрический DEKO DKTR1550 065-1211, Артикул 141630621 Модель DKTR1550 Гарантийный срок 1 год Питание от сети Мощность устройства 1550 Вт,res/img/141630621.png,PNG,RGBA,"(246, 328)",54.34,1711020515.817478
8338414,Электрический триммер GET-1500B, Артикул 8338414 Модель GET-1500B Huter Гарантийный срок 1 год Питание 220 V Мощность устройства 1500 В,res/img/8338414.png,PNG,RGBA,"(246, 328)",146.17,1711020524.296754
209741520,"Триммер садовый электрический DEKO DKTR1200, леска, нож", Артикул 209741520 Модель DKTR1200 Гарантийный срок 1 год Питание от сети Мощность устройства 1200 Вт,res/img/209741520.png,PNG,RGBA,"(246, 328)",159.26,1711020532.476529
66114858,Триммер бензиновый Ресанта БТР-2500П, Артикул 66114858 Модель БТР-2500П Гарантийный срок 1 год Комплектация бензиновый триммер; Режущий нож; гарантийный талон; Катушка с леской; паспорт Страна производства Китай,res/img/66114858.png,PNG,RGBA,"(246, 328)",9.63,1711020540.981281
148689534,"Редуктор верхний в сборе для триммера 7 шлицов ,D-28мм", Артикул 148689534 Комплектация корпус сцепление в сборе для бензокосы-1шт Страна производства Китай Вес с упаковкой (кг) 0.5 кг Длина упаковки 20 см Высота упаковки 10 см Ширина упаковки 15 см,res/img/148689534.png,PNG,RGBA,"(246, 328)",117.51,1711020549.456599
137697828,Леска для триммера квадрат 15 метров садовая для косилки, Артикул 137697828 Материал изделия нейлон Длина (м) 14 м Сечение корда квадрат Толщина нити 2 мм Комплектация леска Страна производства Китай,res/img/137697828.png,PNG,RGBA,"(246, 328)",28.14,1711020558.450911
159140094,Леска для триммера, Артикул 159140094 Количество предметов в упаковке 1 шт. Материал изделия Нейлон (полиамид) Страна производства Беларусь Вес с упаковкой (кг) 0.15 кг Длина упаковки 8 см Высота упаковки 15 см,res/img/159140094.png,PNG,RGBA,"(246, 328)",56.11,1711020566.345504
209738848,"Триммер садовый электрический DEKO DKTR1150, леска, 1150Вт", Артикул 209738848 Модель DKTR1150 Гарантийный срок 1 год Питание от сети Мощность устройства 1150 Вт,res/img/209738848.png,PNG,RGBA,"(246, 328)",157.87,1711020574.3188229
110613868,"катушка для триммера универсальная паук, головка триммерная", Артикул 110613868 Материал изделия алюминий Совместимость для любых триммеров Комплектация ключ; леска; катушка для триммера; шайба 8 мм; шайба 10мм Страна производства Китай Высота предмета 5 см Ширина предмета 5 см,res/img/110613868.png,PNG,RGBA,"(246, 328)",156.91,1711020582.678706
158018340,Леска для триммера, Артикул 158018340 Материал изделия нейлон; пластик; металл Длина (м) 90 м Сечение корда квадрат; витой квадрат Толщина нити 2.4 мм Комплектация Леска для триммера квадрат - 1 шт Страна производства Китай,res/img/158018340.png,PNG,RGBA,"(246, 328)",194.86,1711020591.208297
164147517,Катушка для китайских триммеров HT22 - Z5, Артикул 164147517 Материал изделия металл; пластик Страна производства Китай Вес с упаковкой (кг) 0.4 кг Длина упаковки 18 см Высота упаковки 15 см Ширина упаковки 7 см,res/img/164147517.png,PNG,RGBA,"(246, 328)",106.37,1711020599.834181
81988590,Триммер аккумуляторный DATR 2840Li DAEWOO без АКБ и ЗУ, Артикул 81988590 Модель DATR 2840Li Гарантийный срок 36 месяцев Тип аккумулятора Li-Ion Емкость аккумулятора Приобретается отдельно до 5А/ч,res/img/81988590.png,PNG,RGBA,"(246, 328)",69.24,1711020608.6207201
163834853,"Прочная армированная леска для триммера от 2,4 до 4 мм", Артикул 163834853 Материал изделия износостойкий нейлон Сечение корда звезда; витой квадрат; квадрат Толщина нити 3 мм Комплектация Леска для триммера - 1шт Страна производства Китай Вес с упаковкой (кг) 0.05 кг,res/img/163834853.png,PNG,RGBA,"(246, 328)",172.88,1711020616.850852
38125007,Бензиновый триммер Huter GGT-2500Т, Артикул 38125007 Модель GGT-2500Т Гарантийный срок 12 мес Питание Бензиновый Мощность устройства 2500,res/img/38125007.png,PNG,RGBA,"(246, 328)",65.47,1711020625.647448
38125004,Бензиновый триммер Huter GGT 1300T, Артикул 38125004 Модель GGT-1300T Гарантийный срок 12 мес Питание Бензиновый Мощность устройства 1300,res/img/38125004.png,PNG,RGBA,"(246, 328)",65.15,1711020634.200274
163558159,"Триммер садовый аккумуляторный кусторез 3,6 В GET-3,6", Артикул 163558159 Модель 3.6 В; триммер садовый аккумуляторный Гарантийный срок 12 месяцев Тип аккумулятора Li-Ion Емкость аккумулятора 1500 мА*ч,res/img/163558159.png,PNG,RGBA,"(246, 328)",142.87,1711020642.386914
93422423,Ремень для триммера ранцевый универсальный, Артикул 93422423 Материал изделия высокопрочная ткань Совместимость универсальный; для всех бензиновых и электрических триммеров Комплектация Ремень ранцевый - 1 шт. Страна производства Китай Длина предмета 31 см Ширина предмета 15 см,res/img/93422423.png,PNG,RGBA,"(246, 328)",122.17,1711020650.53102
38125018,Huter GGT-2500S PRO, Артикул 38125018 Модель GGT-2500S PRO Гарантийный срок 12 мес Питание Бензиновый Мощность устройства 2500,res/img/38125018.png,PNG,RGBA,"(246, 328)",63.51,1711020658.60544
38125006,Бензиновый триммер Huter GGT-2500Т PRO, Артикул 38125006 Модель GGT-2500Т PRO Гарантийный срок 12 мес Питание Бензиновый Мощность устройства 2500,res/img/38125006.png,PNG,RGBA,"(246, 328)",63.64,1711020666.7965171
25777133,Триммер садовый бензиновый БТР-2500П ПРОФ + подарки, Артикул 25777133 Модель Ресанта БТР-2500П ПРОФ; БТР 2500П ПРОФ; 70/2/42 Гарантийный срок 1 год Тип аккумулятора без аккумулятора Количество аккумуляторов в комплекте без аккумулятора,res/img/25777133.png,PNG,RGBA,"(246, 328)",133.09,1711020675.08483
65931217,Триммер бензиновый HUTER GGT-1500SX, Артикул 65931217 Модель HUTER GGT-1500SX Комплектация Триммер бензиновый 1 шт Страна производства Китай Вес с упаковкой (кг) 10 кг,res/img/65931217.png,PNG,RGBA,"(246, 328)",62.74,1711020684.333538
38125005,Бензиновый триммер Huter GGT-1500T (1500вт), Артикул 38125005 Модель GGT-1500T Гарантийный срок 12 мес Питание Бензиновый Мощность устройства 1500,res/img/38125005.png,PNG,RGBA,"(246, 328)",63.01,1711020692.505862
66080383,Триммер бензиновый HUTER GGT-800T, Артикул 66080383 Модель GGT-800T Мощность устройства 800 Вт Тип штанги цельная Комплектация Режущий нож; ремень; гарантийный талон; упаковка; паспорт,res/img/66080383.png,PNG,RGBA,"(246, 328)",64.35,1711020700.892338
142946130,Бензиновый триммер GGT-553TA Huter, Артикул 142946130 Модель GGT-553TA Вес с упаковкой (кг) 8.82 кг Длина упаковки 131 см Высота упаковки 28 см,res/img/142946130.png,PNG,RGBA,"(246, 328)",69.74,1711020709.259518
36533563,Триммер Huter GGT 430T, Артикул 36533563 Модель Huter GGT-430T Гарантийный срок 12 месяцев Количество аккумуляторов в комплекте 0 Питание бензиновый двигатель,res/img/36533563.png,PNG,RGBA,"(246, 328)",63.33,1711020717.6508029
37385056,Бензиновый триммер Eurolux TR-1300T," Артикул 37385056 Модель TR-1300T Гарантийный срок 12 мес Питание Бензиновый Мощность устройства 1,3 кВт",res/img/37385056.png,PNG,RGBA,"(246, 328)",60.24,1711020725.747686
90532166,Ремень наплечный для триммера( одна лямка), Артикул 90532166 Комплектация Ремень для садового инструмента Страна производства Китай Вес с упаковкой (кг) 0.1 кг Длина упаковки 12 см Высота упаковки 5 см Ширина упаковки 7 см,res/img/90532166.png,PNG,RGBA,"(246, 328)",26.35,1711020734.106504
159095624,Леска для триммера 2мм витой квадрат с сердечником 15м, Артикул 159095624 Материал изделия Нейлон (полиамид); Графитовый; Стержень Длина (м) 15 м Сечение корда Витой квадрат с сердечником Толщина нити 2 мм Комплектация леска для триммера; 15м; высокопрочная; усиленная Страна производства Китай,res/img/159095624.png,PNG,RGBA,"(246, 328)",133.3,1711020742.2445881
37019144,"Леска для триммера 1,6 ммх15 м - 2 шт", Артикул 37019144 Материал изделия abs-пластик Длина (м) 15 м Толщина нити 1.65 мм Комплектация 2 шт Страна производства Китай Длина упаковки 2 см,res/img/37019144.png,PNG,RGBA,"(246, 328)",48.09,1711020750.400823
76584771,Головка триммерная катушка для триммера, Артикул 76584771 Материал изделия алюминий; пластик; сталь Комплектация ключ - 1шт; катушка - 1шт; переходник - 2шт; Леска 4мм - 1шт Страна производства Китай Высота предмета 8 см Ширина предмета 12 см Вес с упаковкой (кг) 0.5 кг,res/img/76584771.png,PNG,RGBA,"(246, 328)",42.73,1711020758.5232902
160929462,Леска для триммера витой квадрат 3 мм, Артикул 160929462 Материал изделия Нейлон (полиамид) Длина (м) 15 м Сечение корда Витой квадрат с сердечником Комплектация леска для триммера Страна производства Китай Вес с упаковкой (кг) 0.2 кг,res/img/160929462.png,PNG,RGBA,"(246, 328)",87.43,1711020767.3661451
177134248,Диск для триммера универсальный от сорняков, Артикул 177134248 Комплектация головка для триммера; насадка для триммера; насадка для газонокосилки; диск для триммера; диск для газонокосилки; нож для триммера; нож для газонокосилки Страна производства Китай Длина упаковки 20 см Высота упаковки 3 см Ширина упаковки 20 см,res/img/177134248.png,PNG,RGBA,"(246, 328)",98.11,1711020775.416563
156621762,Катушка для триммеров Bosch ART 24/27/30 (F016800351), Артикул 156621762 Совместимость ART 24/27/30 Комплектация Катушка для триммеров Bosch ART 24/27/30 (F016800351)- 1 шт Страна производства Китай Вес с упаковкой (кг) 0.05 кг Длина упаковки 5 см Высота упаковки 5 см,res/img/156621762.png,PNG,RGBA,"(246, 328)",28.69,1711020783.418815
77392242,Триммер бензиновый PT 4555ES Country (неразборная штанга), Артикул 77392242 Модель PT 4555ES Country; Бензиновый триммер; Триммер для травы бензиновый Гарантийный срок 2 года Емкость аккумулятора нет Количество аккумуляторов в комплекте нет,res/img/77392242.png,PNG,RGBA,"(246, 328)",147.22,1711020791.335454
156667550,Леска для триммера с металлическим сердечником, Артикул 156667550 Материал изделия нейлон; металл Длина (м) 10 м Сечение корда круг; стальной сердечник Толщина нити 2.4 мм Комплектация леска для триммера - 1 шт. Страна производства Китай,res/img/156667550.png,PNG,RGBA,"(246, 328)",105.65,1711020799.540098
79625604,"Леска триммерная Nylon Line бесшумная (1.6 мм, 15 м)", Артикул 79625604 Длина (м) 15 м Сечение корда круг Толщина нити 1.6 мм Комплектация леска - 1шт. Страна производства Швеция Вес с упаковкой (кг) 0.1 кг,res/img/79625604.png,PNG,RGBA,"(246, 328)",81.19,1711020807.659497
12254579,"Нож для мотокосы BB0084 Premium 230x25,4x40T Saw", Артикул 12254579,res/img/12254579.png,PNG,RGBA,"(246, 328)",98.3,1711020817.3742561
162040797,Леска для триммера армированная, Артикул 162040797 Материал изделия полиамид; нейлон; графит Длина (м) 15 м Сечение корда витой квадрат Комплектация Леска для триммера с сердечником Страна производства Китай Вес с упаковкой (кг) 0.15 кг,res/img/162040797.png,PNG,RGBA,"(246, 328)",99.05,1711020825.558465
90417801,головка для триммера алюминиевая, Артикул 90417801 Материал насадки алюминий Комплектация головка- 1 шт.; шайба - 2 шт.; леска 4 шт.; ключ шестигранник - 1 шт. Страна производства Китай Вес с упаковкой (кг) 0.2 кг,res/img/90417801.png,PNG,RGBA,"(246, 328)",62.38,1711020834.0086021
22901699,"Леска для триммера 2мм, 2926607", Артикул 22901699 Комплектация Триммерная леска 2 мм Страна производства Китай Вес с упаковкой (кг) 0.9 кг,res/img/22901699.png,PNG,RGBA,"(246, 328)",73.0,1711020842.4377038
30165261,"Триммер садовый аккумуляторный DEKO DKTR12, 2*2.0Ач, 12В", Артикул 30165261 Модель DKTR12 Гарантийный срок 1 год Тип аккумулятора Li-Ion Емкость аккумулятора 2000 мА*ч,res/img/30165261.png,PNG,RGBA,"(246, 328)",190.08,1711020850.824306
153017312,Леска для триммера 2.4 мм 45 метров, Артикул 153017312 Материал изделия нейлон Длина (м) 45 м Толщина нити 2.4 мм Вес с упаковкой (кг) 0.3 кг Длина упаковки 13 см Высота упаковки 27 см,res/img/153017312.png,PNG,RGBA,"(246, 328)",147.15,1711020859.328405
11452729,"Электрический триммер GET-1500SL, 1500вт", Артикул 11452729 Модель GET-1500SL Гарантийный срок 1 год Мощность устройства 1.5 кВт Тип двигателя электрический,res/img/11452729.png,PNG,RGBA,"(246, 328)",151.5,1711020867.620297
156625107,Катушка для турботриммера SmallCut 300 Gardena 05306-20, Артикул 156625107 Совместимость SmallCut 300 Комплектация Катушка для турботриммера SmallCut 300 Gardena 05306-20- 1 шт Страна производства Китай Вес с упаковкой (кг) 0.1 кг Длина упаковки 6 см Высота упаковки 6 см,res/img/156625107.png,PNG,RGBA,"(246, 328)",55.8,1711020875.59652
113173192,Леска для тримера 4 мм звезда, Артикул 113173192 Комплектация Леска для триммера прочная; Леска триммерная; Леска для тиммера; Леска косилка; леска 3 мм на 15м Страна производства Китай Вес с упаковкой (кг) 0.1 кг Длина упаковки 10 см Высота упаковки 15 см Ширина упаковки 3 см,res/img/113173192.png,PNG,RGBA,"(246, 328)",89.33,1711020884.017706
107106980,Катушка для триммеров Bosch ART 23/26SL, Артикул 107106980 Материал изделия пластик Совместимость ART 23 SL; ART 26 SL Комплектация Шпулька с леской для триммеров Bosch ART 23 SL и ART 26 SL F016800385 Страна производства Китай Вес с упаковкой (кг) 0.06 кг Длина упаковки 12 см,res/img/107106980.png,PNG,RGBA,"(246, 328)",41.5,1711020892.347054
108760154,Леска для триммера Bosch AFS 23-37 (10шт) сечение квадрат, Артикул 108760154 Сечение корда квадрат Толщина нити 3.5 мм Комплектация Высокопрочная леска для триммера AFS 23-37- 10 шт Страна производства Китай Вес с упаковкой (кг) 0.11 кг Длина упаковки 12 см,res/img/108760154.png,PNG,RGBA,"(246, 328)",32.22,1711020900.358912
213546368,Катушка для триммера насадка, Артикул 213546368 Материал изделия металл; алюминий; пластик Совместимость катушка на бензиновый триммер; катушка с леской на электрический триммер Комплектация Катушка для триммера; насадка триммеры садовый; головка триммерная; насадка с леской на бензиновый триммер; шпулька для триммера Страна производства Китай Высота предмета 9 см Ширина предмета 16 см,res/img/213546368.png,PNG,RGBA,"(246, 328)",104.09,1711020908.8664849
156567087,Крышка катушки для EasyGrassCut F016F05320, Артикул 156567087 Совместимость EasyGrassCut Комплектация Крышка катушки для EasyGrassCut F016F05320- 1 шт Страна производства Китай Вес с упаковкой (кг) 0.07 кг Длина упаковки 9 см Высота упаковки 9 см,res/img/156567087.png,PNG,RGBA,"(246, 328)",28.17,1711020917.2915971
156622341,Крышка катушки для триммеров Bosch ART 24/ART 27/ART 30+, Артикул 156622341 Совместимость ART 24/27/30 Комплектация Крышка катушки для триммеров Bosch ART 24/ART 27/ART 30+- 1 шт Страна производства Китай Вес с упаковкой (кг) 0.05 кг Длина упаковки 7 см Высота упаковки 7 см,res/img/156622341.png,PNG,RGBA,"(246, 328)",38.22,1711020925.709704
81724469,Леска для триммера, Артикул 81724469 Комплектация леска для триммера Страна производства Китай Вес с упаковкой (кг) 0.2 кг Длина упаковки 13 см Высота упаковки 13 см Ширина упаковки 2 см,res/img/81724469.png,PNG,RGBA,"(246, 328)",57.4,1711020934.336761
28881812,"Леска для триммера KWB Profi 1,6 мм, 15 м, профиль ""круг""", Артикул 28881812 Материал изделия Нейлон 100% Длина (м) 15 м Сечение корда круг Толщина нити 1.6 мм Комплектация Леска x 1 Страна производства Китай,res/img/28881812.png,PNG,RGBA,"(246, 328)",85.59,1711020942.3485692
35889591,Триммер садовый, Артикул 35889591 Гарантийный срок 12 месяцев Мощность (лс) 3.4 лс Тип двигателя бензиновый Тип режущего инструмента леска/нож Объем двигателя 48.2 куб. см Объем топливного бака 1.2 л,res/img/35889591.png,PNG,RGBA,"(246, 328)",19.49,1711020950.4431229
66558690,Триммер бензиновый PATRIOT PT 4555ES Country (неразборная штанга)," Артикул 66558690 Модель PT 4555ES Мощность устройства 2,5 л.с. Тип двигателя 2 х тактный бензиновый Ширина скашивания (см) 46",res/img/66558690.png,PNG,RGBA,"(246, 328)",28.33,1711020958.842425
72281170,"Катушка для триммера универсальная, M10x1.25, алюминий", Артикул 72281170 Материал изделия abs пластик; алюминий; нейлон Совместимость триммер; бензокос; мотокос; косилка; Катушка для триммеров автоматическая с кнопкой; Головка триммерная М10; Электротриммер; бензотриммер; газонокосилка; Насадки катушек на триммер Комплектация 1 катушка с леской; Катушка головка с леской; катушка для триммера; Катушка голова автоматическая Страна производства Китай Вес с упаковкой (кг) 0.4 кг Длина упаковки 22 см,res/img/72281170.png,PNG,RGBA,"(246, 328)",172.14,1711020966.958356
27127852,"Леска для триммера 2 мм, 15 м (звезда)", Артикул 27127852 Комплектация леска Страна производства Китай Вес с упаковкой (кг) 0.2 кг Длина упаковки 9 см Высота упаковки 3 см Ширина упаковки 9 см,res/img/27127852.png,PNG,RGBA,"(246, 328)",50.96,1711020975.610015
76376997,"Леска для триммера 2,4 мм", Артикул 76376997 Материал изделия износостойкий нейлон Длина (м) 15 м Сечение корда Витой квадрат с сердечником Толщина нити 2.4 мм Комплектация леска для триммера - 1 шт Страна производства Китай,res/img/76376997.png,PNG,RGBA,"(246, 328)",141.44,1711020983.393525
32789684,Триммер садовый ЭТ-1700НВ, Артикул 32789684 Гарантийный срок 1 Питание от сети 220 В Мощность устройства 1700 Вт Тип двигателя электрический Тип режущего инструмента леска/нож Ширина скашивания (см) 42,res/img/32789684.png,PNG,RGBA,"(246, 328)",165.57,1711020991.772505
29665378,Головка триммерная универсальная алюминиевая паук, Артикул 29665378 Материал изделия алюминий Комплектация леска; головка триммерная; ключ; Шайбы Страна производства Китай Вес с упаковкой (кг) 0.3 кг Длина упаковки 10 см Высота упаковки 4 см,res/img/29665378.png,PNG,RGBA,"(246, 328)",138.38,1711021000.111686
156117733,"Набор аккумуляторного инструмента ZITREK 2в1, 1х2.0,1х4.0Ач"," Артикул 156117733 Модель GreenCut 20, ZKBL20 set 2 in 1 Гарантийный срок 1 год Емкость аккумулятора 2000; 4000 Количество аккумуляторов в комплекте 2",res/img/156117733.png,PNG,RGBA,"(246, 328)",48.51,1711021008.589772
72740263,Триммер бензиновый, Артикул 72740263 Модель GGT-1500SX Гарантийный срок 1 год Мощность устройства 1500 Мощность (лс) 2 лс,res/img/72740263.png,PNG,RGBA,"(246, 328)",152.81,1711021016.847785
30079591,"Триммер садовый бензиновый GGT-1900S, 1900Вт.", Артикул 30079591 Мощность устройства 1900 Вт Мощность (лс) 2.5 лс Тип режущего инструмента леска/нож Объем двигателя 51 куб. см Объем топливного бака 0.7 л Частота вращения шпинделя (об/мин) 9500 об/мин,res/img/30079591.png,PNG,RGBA,"(246, 328)",151.07,1711021024.921484
32789388,"Триммер садовый ЭТ-1500Н, 1500 Вт, скашивание леской - 420мм", Артикул 32789388 Модель Ресанта ЭТ-1500Н Гарантийный срок 1 год Питание от сети 220V Мощность устройства 1500 Вт,res/img/32789388.png,PNG,RGBA,"(246, 328)",163.65,1711021033.153467
32789196,"Триммер садовый ЭТ-1200Н, 1200 Вт", Артикул 32789196 Модель Ресанта ЭТ-1200Н Гарантийный срок 1 год Питание от сети 220 B Мощность устройства 1200Вт,res/img/32789196.png,PNG,RGBA,"(246, 328)",164.08,1711021041.332292
111529924,Ремень ранцевый для тримера, Артикул 111529924 Материал изделия металл; пластик Совместимость для всех видов триммера Комплектация Ремень ранцевый - 1 шт Страна производства Китай Длина предмета 30 см Ширина предмета 20 см,res/img/111529924.png,PNG,RGBA,"(246, 328)",130.11,1711021049.683882
158533040,Леска для триммера садовой техники косилки газона травы, Артикул 158533040 Материал изделия нейлон Длина (м) 15 м Сечение корда витой квадрат Толщина нити 2.4 мм Комплектация леска для триммера - 1 шт. Страна производства Китай,res/img/158533040.png,PNG,RGBA,"(246, 328)",136.96,1711021057.9220228
8144805,"Триммер электрический Арт. 21277 Deluxe, 500 Вт, 30 см", Артикул 8144805 Модель GST5033M Гарантийный срок 2 года Тип двигателя электрический Тип режущего инструмента леска,res/img/8144805.png,PNG,RGBA,"(246, 328)",18.28,1711021066.223476
149705421,Головка триммерная автоматическая загрузка лески С ПЕРЕХОД.," Артикул 149705421 Комплектация Головка триммерная в сборе 1 шт; переходники - гайка М8x1,25 левая; гайка М10x1,25 левая; гайка М12x1,5 левая; прямой адаптер с левой резьбой с М8 на М10 Страна производства Китай Вес с упаковкой (кг) 0.45 кг Длина упаковки 9 см Высота упаковки 16 см Ширина упаковки 25 см",res/img/149705421.png,PNG,RGBA,"(246, 328)",147.67,1711021074.47772
90489650,Леска для триммера, Артикул 90489650 Материал изделия нейлон; пластик; металл Длина (м) 60 м Сечение корда квадрат; витой квадрат Толщина нити 3 мм Комплектация Леска для триммера бобина - 1 шт Страна производства Китай,res/img/90489650.png,PNG,RGBA,"(246, 328)",193.14,1711021082.83951
137598695,Леска для триммера звездочка 15 метров садовая для косилки, Артикул 137598695 Материал изделия нейлон Длина (м) 15 м Сечение корда звезда Толщина нити 3.5 мм Комплектация леска Страна производства Китай,res/img/137598695.png,PNG,RGBA,"(246, 328)",61.71,1711021091.071351
8144788,"Триммер электрический Арт. 1301807, 1200 Вт, 40 см", Артикул 8144788 Модель GST1246 Гарантийный срок 2 года Мощность (лс) 1.63 лс Тип двигателя электрический,res/img/8144788.png,PNG,RGBA,"(246, 328)",20.99,1711021098.898407
91283189,Катушка для триммера, Артикул 91283189 Материал изделия пластик; нейлон Совместимость Триммер; бензотриммер; Бензокоса Комплектация Триммерная головка катушка для триммера покос травы Страна производства Китай Высота предмета 6 см Ширина предмета 11 см,res/img/91283189.png,PNG,RGBA,"(246, 328)",134.98,1711021107.0202649
11452727,"Аккумуляторный триммер GET-36-4Li, 36В, 4 а.ч., 31см", Артикул 11452727 Модель GET-36-4Li Гарантийный срок 1 год Тип двигателя электрический Тип режущего инструмента леска,res/img/11452727.png,PNG,RGBA,"(246, 328)",150.76,1711021115.163944
120298839,Бензиновый триммер Минск БГ-4500, Артикул 120298839 Гарантийный срок 1 год Мощность устройства 1.84 кВт Бензиновый двигатель 2-х тактный Комплектация ремень; штанга; набор ключей; бензотриммер; Катушка с леской Страна производства Китай Вес с упаковкой (кг) 7.83 кг,res/img/120298839.png,PNG,RGBA,"(246, 328)",27.68,1711021123.4685628
17212739,Триммер садовый бензиновый GGT-2900T + подарки, Артикул 17212739 Модель Huter GGT-2900T; GGT 2900T; 70/2/23 Гарантийный срок 1 год Тип аккумулятора без аккумулятора Количество аккумуляторов в комплекте без аккумулятора,res/img/17212739.png,PNG,RGBA,"(246, 328)",123.7,1711021131.854953
17212741,Триммер садовый бензиновый GGT-800T + подарки, Артикул 17212741 Модель Huter GGT-800T; GGT 800T; 70/2/1 Гарантийный срок 1 год Тип аккумулятора без аккумулятора Количество аккумуляторов в комплекте без аккумулятора,res/img/17212741.png,PNG,RGBA,"(246, 328)",122.29,1711021140.2099159
148566988,Триммер садовый бензиновый GGT-553TA, Артикул 148566988 Модель Huter GGT-553TA; GGT 553TA; 70/2/56 Гарантийный срок 1 год Тип аккумулятора без аккумулятора Количество аккумуляторов в комплекте без аккумулятора,res/img/148566988.png,PNG,RGBA,"(246, 328)",107.23,1711021148.685736
100578117,редуктор для триммера B0602, Артикул 100578117 Гарантийный срок 1 месяц Материал насадки металл Комплектация редуктор - 1 шт Страна производства Китай Вес с упаковкой (кг) 0.58 кг,res/img/100578117.png,PNG,RGBA,"(246, 328)",58.6,1711021157.036596
30085409,Триммер садовый бензиновый с разборной штангой GGT-1000S," Артикул 30085409 Гарантийный срок 1 год Мощность устройства 1000 Вт Мощность (лс) 1.4 лс Ширина скашивания (см) 46,6 Бензиновый двигатель да Объем двигателя 33 куб. см",res/img/30085409.png,PNG,RGBA,"(246, 328)",150.77,1711021165.395218
172221094,Леска для триммера витой-квадрат 3.0 мм, Артикул 172221094 Материал изделия износостойкий нейлон 100% (полиамид) Длина (м) 15 м Сечение корда витой квадрат Толщина нити 3 мм Комплектация Леска; для триммера; 1; шт; витой квадрат; 15 метров; сечение корда; 3.0 Страна производства Россия,res/img/172221094.png,PNG,RGBA,"(246, 328)",88.97,1711021173.8324668
172224272,Леска для триммера витой-квадрат 2.4 мм, Артикул 172224272 Материал изделия износостойкий нейлон 100% (полиамид) Длина (м) 15 м Сечение корда витой квадрат Толщина нити 2.4 мм Комплектация Леска; для триммера; 1; шт; витой квадрат; 15 метров; сечение; 2.4 Страна производства Россия,res/img/172224272.png,PNG,RGBA,"(246, 328)",88.59,1711021182.4473011
79953744,Леска триммер 2.4 косилка травы 2 шт, Артикул 79953744 Материал изделия Нейлон 100% Длина (м) 15 м Сечение корда круг; звезда Толщина нити 2.4 мм Комплектация леска для триммера круг или звезда на выбор - 2шт Страна производства Россия,res/img/79953744.png,PNG,RGBA,"(246, 328)",135.16,1711021190.582767
25970242,"Насадка на триммер T002 полуавтомат, М10х1.25 левая резьба"," Артикул 25970242 Материал насадки пластик, металл; PA Комплектация Насадка для триммера T002 Vertextools полуавтомат М10х1.25 левая резьба Страна производства Китай Вес с упаковкой (кг) 0.4 кг",res/img/25970242.png,PNG,RGBA,"(246, 328)",100.28,1711021199.3887072
39871204,Леска для триммера 15 метров," Артикул 39871204 Длина (м) 15 м Сечение корда 2,4 Комплектация Лески для триммеров Страна производства Китай Вес с упаковкой (кг) 0.1 кг Длина упаковки 13 см",res/img/39871204.png,PNG,RGBA,"(246, 328)",43.94,1711021207.400613
26951263,"Триммер садовый бензиновый, HUTER GGT-2500S", Артикул 26951263 Мощность (лс) 3.3 лс Тип режущего инструмента леска/нож Максимальный уровень звука/шума 96 дБ Объем двигателя 51.7 куб. см Объем топливного бака 0.7 л Толщина лески 2.4 мм,res/img/26951263.png,PNG,RGBA,"(246, 328)",152.48,1711021215.5250602
148566959,Триммер садовый бензиновый BT-2500, Артикул 148566959 Модель STEHER BT-2500; BT 2500 Гарантийный срок 1 год Тип аккумулятора без аккумулятора Количество аккумуляторов в комплекте без аккумулятора,res/img/148566959.png,PNG,RGBA,"(246, 328)",55.64,1711021223.442335
148566968,Триммер садовый бензиновый BT-1300, Артикул 148566968 Модель STEHER BT-1300; BT 1300 Гарантийный срок 1 год Тип аккумулятора без аккумулятора Количество аккумуляторов в комплекте без аккумулятора,res/img/148566968.png,PNG,RGBA,"(246, 328)",55.8,1711021231.530195
25573651,"Леска для триммеров витая, квадрат, армированая, 2 мм 15м", Артикул 25573651 Материал изделия нейлон Длина (м) 15 м Сечение корда витой квадрат Комплектация леска Страна производства Россия Вес с упаковкой (кг) 0.8 кг,res/img/25573651.png,PNG,RGBA,"(246, 328)",105.06,1711021239.709449
30079209,Триммер садовый бензиновый Huter GGT-1500S, Артикул 30079209 Мощность (лс) 2 лс Тип режущего инструмента леска/нож Бензиновый двигатель да Объем двигателя 42 куб. см Объем топливного бака 0.7 л Частота вращения шпинделя (об/мин) 9500 об/мин,res/img/30079209.png,PNG,RGBA,"(246, 328)",150.78,1711021247.659329
